DatasetName,MonitoringLocationID,MonitoringLocationName,MonitoringLocationLatitude,MonitoringLocationLongitude,MonitoringLocationHorizontalCoordinateReferenceSystem,MonitoringLocationHorizontalAccuracyMeasure,MonitoringLocationHorizontalAccuracyUnit,MonitoringLocationVerticalMeasure,MonitoringLocationVerticalUnit,MonitoringLocationType,ActivityType,ActivityMediaName,ActivityStartDate,ActivityStartTime,ActivityEndDate,ActivityEndTime,ActivityDepthHeightMeasure,ActivityDepthHeightUnit,SampleCollectionEquipmentName,CharacteristicName,MethodSpeciation,ResultSampleFraction,ResultValue,ResultUnit,ResultValueType,ResultDetectionCondition,ResultDetectionQuantitationLimitMeasure,ResultDetectionQuantitationLimitUnit,ResultDetectionQuantitationLimitType,ResultStatusID,ResultComment,ResultAnalyticalMethodID,ResultAnalyticalMethodContext,ResultAnalyticalMethodName,AnalysisStartDate,AnalysisStartTime,AnalysisStartTimeZone,LaboratoryName,LaboratorySampleID
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,670,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,Total Particulate Carbon,,Suspended,2320,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),285,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),80,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,44,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,Total suspended solids,,Non-Filterable (Particle),68,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,3B,South Basin 3B,50.44263889,-96.70791667,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/6/2002,14:35:00,,,,,,Total suspended solids,,Non-Filterable (Particle),58,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_279
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Ammonia,as NH4,"Filtered, field",10,ug/L,,,2.5,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Calcium,,Dissolved,19.3,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Chloride,as Cl,"Filtered, field",5.33,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Chloride,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Chlorophyll a,,Total,3.18,ug/L,,,0.23,ng,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Chlorophyll a,,,2.43,ug/L,,,0.23,ng,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Conductivity,,Total,194,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Specific Contuctance,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Inorganic carbon,,Dissolved,1533,umol/L,,,10,umol/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Magnesium,,Dissolved,7.5,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Nitrate,as NO3,"Filtered, field",93,ug/L,,,1,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Nitrite,as NO2,"Filtered, field",2,ug/L,,,0.5,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Organic carbon,,Dissolved,808,umol/L,,,13,umol/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,pH,,,8.29,None,,,0.004,None,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Potassium,,Dissolved,1.94,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,"Silica, reactive",as SiO2,Total,1.57,ug/L,,,0.002,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Sodium,as Na,"Filtered, field",6.55,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",38,ug/L,,,1,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Sulfate,as SO4,Dissolved,16.43,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO sulfate,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,"Total Nitrogen, mixed forms",,Dissolved,465,ug/L,,,5,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Total Particulate Carbon,,Suspended,1040,ug/L,,,7,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),123,ug/L,,,1,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),25,ug/L,,,1,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Phosphorus,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,"Total Phosphorus, mixed forms",,Dissolved,41,ug/L,,,1,ug/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Total suspended solids,,Non-Filterable (Particle),22,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI-DFO Particulate Solids,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,56,Narrows 56,51.60869444,-96.71652778,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,10:42:00,,,,,,Total suspended solids,,Non-Filterable (Particle),15,mg/L,,,0.02,mg/L,Method Detection Level,Final,"W462-464 SPECIAL 1 = TRYPTON mg/l (TSS FILTER, 16 HOURS @ 500 C).",,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_462
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Ammonia,as NH4,"Filtered, field",10,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Calcium,,Dissolved,19.1,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Chloride,as Cl,"Filtered, field",5.4,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Chlorophyll a,,Total,2.97,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Chlorophyll a,,,2.16,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Conductivity,,Total,199,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Inorganic carbon,,Dissolved,1578,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Magnesium,,Dissolved,7.7,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Magnesium by Atomic Absorption,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Manganese,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Manganese by Atomic Absorption,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Nitrate,as NO3,"Filtered, field",79,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Nitrite,as NO2,"Filtered, field",3,ug/L,,,0.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Nitrite and Nitrate Nitrogen,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Organic carbon,,Dissolved,812,umol/L,,,13,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Organic Carbon,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,pH,,,8.28,None,,,0.004,None,Method Detection Level,Final,,,,FWI-DFO Hydrogen Ion Concentration - pH,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Potassium,,Dissolved,1.99,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Potassium by Atomic Absorption,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,"Silica, reactive",as SiO2,Total,1.76,ug/L,,,0.002,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Silicon,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Sodium,as Na,"Filtered, field",6.7,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Sodium by Atomic Absorption,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Soluble Reactive Phosphorus (SRP),,"Filtered, field",40,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Soluble Reactive Phosphorous,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Sulfate,as SO4,Dissolved,16.75,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO sulfate,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,"Total Nitrogen, mixed forms",,Dissolved,460,ug/L,,,5,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Nitrogen,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Total Particulate Carbon,,Suspended,1130,ug/L,,,7,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Total Particulate Nitrogen,,Non-Filterable (Particle),136,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Carbon and Nitrogen,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Total Particulate Phosphorus,,Non-Filterable (Particle),29,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Particulate Phosphorus,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,"Total Phosphorus, mixed forms",,Dissolved,42,ug/L,,,1,ug/L,Method Detection Level,Final,,,,FWI-DFO Total Dissolved Phosphorus,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Total suspended solids,,Non-Filterable (Particle),18,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI_CCGS_Namao-DFO Total Suspended Solids/Loss of Ignition/Trypton,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,14,Narrows 14,51.442,-96.63358333,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Total suspended solids,,Non-Filterable (Particle),24,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Particulate Solids,,,,FWI,W_463
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,"Alkalinity, total",,Dissolved,0,ueq/L,,,3.4,ueq/L,Method Detection Level,Final,,,,,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Ammonia,as NH4,"Filtered, field",10,ug/L,,,2.5,ug/L,Method Detection Level,Final,,,,FWI-DFO Ammonia-Nitrogen,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Calcium,,Dissolved,18.7,mg/L,,,0.02,mg/L,Method Detection Level,Final,,,,FWI-DFO Calcium by Atomic Absorption,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Chloride,as Cl,"Filtered, field",4.19,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Chloride,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Chlorophyll a,,Total,3.57,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Gross Fluorescence,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Chlorophyll a,,,2.99,ug/L,,,0.23,ng,Method Detection Level,Final,,,,FWI-DFO Chlorophyll a Liquid Chromatography,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Conductivity,,Total,195,uS/cm,,,0.5,uS/cm,Method Detection Level,Final,,,,FWI-DFO Specific Contuctance,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Inorganic carbon,,Dissolved,1538,umol/L,,,10,umol/L,Method Detection Level,Final,,,,FWI-DFO Dissolved Inorganic Carbon,,,,FWI,W_464
Lake Winnipeg Chemistry data from 2002 to 2004,15,Narrows 15,51.73366667,-96.82030556,WGS84,,,,,Lake/Pond,Sample-Routine,Surface Water,1/8/2002,,,,,,,Iron,,Dissolved,0,mg/L,,,0.01,mg/L,Method Detection Level,Final,,,,FWI-DFO Iron by Atomic Absorption,,,,FWI,W_464
